'년월'	'출발지(야간체류지) 시군코드'	'출발지역명'	'도착지 시군코드'	'도착지역명'	'10대남성 유입인구'	'20대남성 유입인구'	'30대남성 유입인구'	'40대남성 유입인구'	'50대남성 유입인구'	'60대남성 유입인구'	'70대남성 유입인구'	'10대여성 유입인구'	'20대여성 유입인구'	'30대여성 유입인구'	'40대여성 유입인구'	'50대여성 유입인구'	'60대여성 유입인구'	'70대여성 유입인구' 
'202006 '	'29170'	'광주광역시 북구'	'41270'	'경기도 안산시'	'6.3'	'22.62'	'12.43'	'28.95'	'19.27'	'6.63'	'1.43'	'4.27'	'8.25'	'5.42'	'10.25'	'8.06'	'4.03'	'2.57'
'202005 '	'41360'	'경기도 남양주시'	'41270'	'경기도 안산시'	'77.01'	'75.92'	'140.48'	'192.03'	'137.67'	'56.28'	'12.76'	'59.68'	'40.03'	'68.64'	'67.64'	'47.78'	'26.63'	'15.47'
'202006 '	'28140'	'인천광역시 동구'	'41270'	'경기도 안산시'	'25.87'	'20.37'	'74.06'	'75.56'	'64.6'	'20.17'	'5.1'	'14.74'	'21.66'	'24.52'	'18.88'	'25.03'	'13.65'	'6.41'
'202006 '	'28260'	'인천광역시 서구'	'41270'	'경기도 안산시'	'71.26'	'163.79'	'314.06'	'424.98'	'340.68'	'95.33'	'21.9'	'62.94'	'81.12'	'114.38'	'116.76'	'86.95'	'31.71'	'21.3'
'202006 '	'29200'	'광주광역시 광산구'	'41270'	'경기도 안산시'	'3.65'	'14.58'	'20.44'	'26.06'	'24.9'	'8.34'	'1.71'	'2.66'	'7.5'	'5.05'	'6.05'	'5.38'	'5.45'	'1.36'
'202006 '	'30110'	'대전광역시 동구'	'41270'	'경기도 안산시'	'9.65'	'24.27'	'14.3'	'20.64'	'19.88'	'8.37'	'3.7'	'4.69'	'13.88'	'9.77'	'4.54'	'6.29'	'4.09'	'1.29'
'202005 '	'41370'	'경기도 오산시'	'41270'	'경기도 안산시'	'69.92'	'108.14'	'237.03'	'178.16'	'126.89'	'43.81'	'10.78'	'50.42'	'66.27'	'122.72'	'75.19'	'58.51'	'19.16'	'8.27'
'202005 '	'41390'	'경기도 시흥시'	'41270'	'경기도 안산시'	'1468.54'	'3687.63'	'6899.06'	'6787.46'	'4435.55'	'1429.62'	'461.9'	'1488.65'	'2470.95'	'3124.03'	'3607.52'	'2743.44'	'976.84'	'503.02'
'202006 '	'28177'	'인천광역시 미추홀구'	'41270'	'경기도 안산시'	'111.73'	'232.15'	'462.52'	'490.07'	'457.32'	'171.39'	'52.51'	'93.55'	'137'	'151.3'	'163.06'	'191.56'	'86.63'	'38.05'
'202006 '	'28185'	'인천광역시 연수구'	'41270'	'경기도 안산시'	'111.88'	'242.65'	'475.38'	'626.64'	'534.13'	'168.86'	'23.65'	'99.16'	'155.25'	'175.17'	'211.03'	'205.05'	'54'	'24.97'
'202006 '	'28710'	'인천광역시 강화군'	'41270'	'경기도 안산시'	'1.19'	'13.53'	'6.31'	'7.19'	'19.79'	'5.8'	'2.9'	'3.13'	'2.56'	'1.42'	'6.13'	'6.99'	'6.42'	'1.6'
'202006 '	'28720'	'인천광역시 옹진군'	'41270'	'경기도 안산시'	'13.86'	'32.15'	'29.83'	'37.89'	'50.27'	'37.08'	'14.78'	'19.87'	'6.61'	'31.94'	'25.85'	'41.55'	'21.21'	'26.19'
'202006 '	'42150'	'강원도 강릉시'	'41270'	'경기도 안산시'	'11.86'	'20.87'	'14.53'	'15.47'	'23.21'	'9.98'	'2.76'	'5.07'	'12.19'	'11.73'	'11.19'	'14.6'	'4.73'	'3.67'
'202006 '	'42170'	'강원도 동해시'	'41270'	'경기도 안산시'	'0.4'	'3.68'	'5.02'	'6.56'	'6.64'	'2.27'	'1.32'	'2.64'	'1.19'	'26.8'	'6.09'	'2.13'	'1.35'	'4.68'
'202006 '	'27230'	'대구광역시 북구'	'41270'	'경기도 안산시'	'7.82'	'17.71'	'15.91'	'18.36'	'17.55'	'9.96'	'0.77'	'2.9'	'8.94'	'3.25'	'4.04'	'2.7'	'1.15'	'1.75'
'202006 '	'41500'	'경기도 이천시'	'41270'	'경기도 안산시'	'19.38'	'66.86'	'59.95'	'77.1'	'46.91'	'18.93'	'5.77'	'20.14'	'38.04'	'27.8'	'25.45'	'26.89'	'13.84'	'12.85'
'202006 '	'42730'	'강원도 횡성군'	'41270'	'경기도 안산시'	'1.21'	'4.62'	'5.31'	'6.97'	'8.36'	'5.38'	'1.12'	'2.24'	'0.65'	'1.5'	'2.43'	'5.52'	'4.76'	'2.62'
'202006 '	'42750'	'강원도 영월군'	'41270'	'경기도 안산시'	'2.26'	'4.43'	'6.6'	'4.73'	'9.18'	'8.56'	'6.63'	'4.73'	'2.59'	'1.44'	'1.93'	'7.98'	'7.2'	'4.69'
'202006 '	'42190'	'강원도 태백시'	'41270'	'경기도 안산시'	'1.52'	'6.65'	'2.71'	'4.37'	'5.04'	'3.41'	'2.01'	'0.26'	'0.84'	'4.23'	'4.25'	'7.87'	'1.39'	'0.12'
'202006 '	'27260'	'대구광역시 수성구'	'41270'	'경기도 안산시'	'3.12'	'10.39'	'8.46'	'12.11'	'14.38'	'3.64'	'2.52'	'1.73'	'4.62'	'3.12'	'3.49'	'5.28'	'1.06'	'2.38'
'202006 '	'27290'	'대구광역시 달서구'	'41270'	'경기도 안산시'	'4.41'	'17.68'	'18.77'	'21.88'	'22.58'	'6.49'	'0.71'	'5.04'	'7.11'	'5.74'	'4.05'	'5.78'	'3.83'	'2.55'
'202006 '	'41390'	'경기도 시흥시'	'41270'	'경기도 안산시'	'1409.87'	'3956.26'	'7412.26'	'7317.62'	'4753.84'	'1478.65'	'459.07'	'1453.83'	'2485.21'	'3216.1'	'3756.67'	'2916.33'	'1007.14'	'475.35'
'202006 '	'41550'	'경기도 안성시'	'41270'	'경기도 안산시'	'35.73'	'82.18'	'83.68'	'82.57'	'88.34'	'27.75'	'6.52'	'20.98'	'46.25'	'25.97'	'27.67'	'30.34'	'9.38'	'13.63'
'202006 '	'42760'	'강원도 평창군'	'41270'	'경기도 안산시'	'0.26'	'3.73'	'3.56'	'11.86'	'9.43'	'6.71'	'4.21'	'0.89'	'1.52'	'0.94'	'3.18'	'8.35'	'2.28'	'3.55'
'202005 '	'47840'	'경상북도 성주군'	'41270'	'경기도 안산시'	'0'	'0'	'0.82'	'0.36'	'1.83'	'1.36'	'0.27'	'0'	'0'	'0.39'	'0'	'1.07'	'0.86'	'0.58'
'202005 '	'47850'	'경상북도 칠곡군'	'41270'	'경기도 안산시'	'0.1'	'6.76'	'8.09'	'8.24'	'7.43'	'3.45'	'1.37'	'1.11'	'5.22'	'6.67'	'1.15'	'2.17'	'1.33'	'2.36'
'202006 '	'41410'	'경기도 군포시'	'41270'	'경기도 안산시'	'228.51'	'575.36'	'1187.77'	'1187.68'	'1107.35'	'381.06'	'127.89'	'204.79'	'450.63'	'742.35'	'762.94'	'671.01'	'213.55'	'112.27'
'202005 '	'47190'	'경상북도 구미시'	'41270'	'경기도 안산시'	'4.75'	'21.92'	'24.85'	'28.88'	'25.34'	'7.03'	'1.73'	'9.51'	'7.61'	'10.65'	'9.7'	'6.63'	'3.45'	'3.47'
'202005 '	'47720'	'경상북도 군위군'	'41270'	'경기도 안산시'	'0'	'0.13'	'0.08'	'0.21'	'0.83'	'0.65'	'0.18'	'0'	'0.13'	'0'	'0'	'0.24'	'0.49'	'0.15'
'202005 '	'47730'	'경상북도 의성군'	'41270'	'경기도 안산시'	'0.06'	'0'	'0.59'	'0.74'	'3.98'	'3.24'	'0.58'	'0.23'	'0.42'	'0.13'	'0.36'	'0.62'	'0.35'	'1.06'
'202005 '	'47900'	'경상북도 예천군'	'41270'	'경기도 안산시'	'0.66'	'1.39'	'2.25'	'1.64'	'4.13'	'2.96'	'0.75'	'0.06'	'0.48'	'0.66'	'0.58'	'0.82'	'0.92'	'2.05'
'202006 '	'41430'	'경기도 의왕시'	'41270'	'경기도 안산시'	'88.81'	'174.99'	'322.58'	'401.37'	'407.4'	'144.7'	'34.96'	'64.46'	'125.75'	'137.42'	'221.91'	'205.79'	'61.9'	'27.44'
'202005 '	'46900'	'전라남도 진도군'	'41270'	'경기도 안산시'	'0.53'	'0.92'	'0.56'	'1.8'	'1.46'	'0.4'	'2.18'	'0'	'0.49'	'0.2'	'0.36'	'1.49'	'3.03'	'3.45'
'202005 '	'47210'	'경상북도 영주시'	'41270'	'경기도 안산시'	'2.4'	'18.38'	'4.14'	'4.41'	'7.71'	'8.23'	'1.93'	'8.89'	'10.05'	'3.92'	'3.82'	'4.92'	'5.33'	'6.66'
'202005 '	'47230'	'경상북도 영천시'	'41270'	'경기도 안산시'	'0.19'	'4.68'	'1.9'	'3.88'	'3.52'	'0.72'	'0.18'	'0.23'	'0.41'	'0.92'	'1.84'	'3.59'	'0.69'	'1.03'
'202005 '	'47750'	'경상북도 청송군'	'41270'	'경기도 안산시'	'2.86'	'1.38'	'1.66'	'0.41'	'1.83'	'0.61'	'1.38'	'0'	'0.55'	'0.24'	'1.16'	'0.23'	'1.16'	'0.27'
'202006 '	'11560'	'서울특별시 영등포구'	'41270'	'경기도 안산시'	'40.45'	'106.29'	'216.09'	'232.98'	'284.39'	'155.24'	'29.16'	'30.18'	'88.41'	'90.16'	'95.37'	'116'	'60.67'	'26.64'
'202006 '	'11590'	'서울특별시 동작구'	'41270'	'경기도 안산시'	'32'	'132.69'	'213.16'	'216.21'	'219.69'	'118.96'	'31.79'	'30.01'	'110.31'	'122.45'	'71.18'	'83.98'	'52.53'	'18.82'
'202005 '	'46910'	'전라남도 신안군'	'41270'	'경기도 안산시'	'0'	'0.45'	'2.65'	'1.48'	'3.09'	'5.02'	'1.85'	'1.31'	'0'	'0.51'	'1.2'	'1.09'	'2.54'	'4.69'
'202006 '	'11290'	'서울특별시 성북구'	'41270'	'경기도 안산시'	'26.46'	'88.66'	'93.03'	'110.34'	'98.53'	'46.59'	'19.29'	'22.21'	'73.69'	'50.83'	'42.45'	'45.41'	'20.98'	'13.98'
'202006 '	'11305'	'서울특별시 강북구'	'41270'	'경기도 안산시'	'11.87'	'38.16'	'59.42'	'88.61'	'69.38'	'35.4'	'14.24'	'10.82'	'35.46'	'27.53'	'34.13'	'27.36'	'16.26'	'19.35'
'202006 '	'11440'	'서울특별시 마포구'	'41270'	'경기도 안산시'	'35.79'	'62.87'	'114.81'	'118.57'	'111.91'	'53.35'	'8.84'	'23.72'	'74.13'	'59.14'	'41.12'	'40.42'	'22.31'	'12.68'
'202006 '	'11470'	'서울특별시 양천구'	'41270'	'경기도 안산시'	'57.76'	'108.62'	'233.91'	'317.04'	'339.66'	'132.97'	'32.13'	'45.01'	'65.83'	'75.58'	'106.56'	'118.65'	'43.34'	'21.64'
'202006 '	'11620'	'서울특별시 관악구'	'41270'	'경기도 안산시'	'86.88'	'207.93'	'356.48'	'313.95'	'346.09'	'177.85'	'40.86'	'48.23'	'173.69'	'178.74'	'126.42'	'155.34'	'78.86'	'37.19'
'202005 '	'47110'	'경상북도 포항시'	'41270'	'경기도 안산시'	'6.74'	'24.81'	'17.03'	'19.59'	'20.87'	'14.35'	'3.29'	'7.76'	'8.23'	'7.26'	'6.21'	'9.94'	'3.76'	'3.78'
'202006 '	'11170'	'서울특별시 용산구'	'41270'	'경기도 안산시'	'17.87'	'36.73'	'76.14'	'79.39'	'82.38'	'42.06'	'13.52'	'16.07'	'49.09'	'38.4'	'33.28'	'34.27'	'16.74'	'10.77'
'202006 '	'41280'	'경기도 고양시'	'41270'	'경기도 안산시'	'83.1'	'148.52'	'265.29'	'372.94'	'334.18'	'115.13'	'34.39'	'63.27'	'92.28'	'117'	'117.51'	'106.64'	'41.94'	'25.76'
'202006 '	'41290'	'경기도 과천시'	'41270'	'경기도 안산시'	'32.26'	'60.38'	'62.7'	'102.38'	'130.81'	'35.2'	'16.27'	'21.02'	'25.02'	'46.82'	'79.82'	'68.95'	'15.7'	'10.27'
'202006 '	'46910'	'전라남도 신안군'	'41270'	'경기도 안산시'	'0'	'0.76'	'4.17'	'5.82'	'2.84'	'1.68'	'1.14'	'0'	'0'	'0.12'	'0'	'1'	'2.5'	'3.44'
'202006 '	'47110'	'경상북도 포항시'	'41270'	'경기도 안산시'	'5.21'	'16.46'	'12.32'	'17.35'	'18.46'	'10.66'	'2.46'	'3.33'	'7.49'	'3.06'	'4.96'	'8.21'	'3.44'	'2.11'
'202005 '	'48250'	'경상남도 김해시'	'41270'	'경기도 안산시'	'7.09'	'12.32'	'16.33'	'25.23'	'22.87'	'6.37'	'0.99'	'3.79'	'3.52'	'4.73'	'5.17'	'4.77'	'2.41'	'0.71'
'202005 '	'48270'	'경상남도 밀양시'	'41270'	'경기도 안산시'	'0'	'1.75'	'4.74'	'3.18'	'6.14'	'2.38'	'0'	'0.1'	'0.3'	'0.78'	'0.18'	'2.33'	'3.06'	'0'
'202006 '	'26350'	'부산광역시 해운대구'	'41270'	'경기도 안산시'	'4.26'	'10.92'	'10.4'	'10.5'	'19.15'	'8.41'	'1.44'	'0.95'	'3.74'	'3.82'	'4.16'	'4.72'	'2.92'	'1.04'
'202006 '	'26380'	'부산광역시 사하구'	'41270'	'경기도 안산시'	'5.42'	'10.98'	'7.07'	'16.28'	'13.11'	'3.38'	'1.5'	'0.91'	'3.39'	'1.6'	'1.81'	'2.42'	'1.94'	'1.03'
'202006 '	'41310'	'경기도 구리시'	'41270'	'경기도 안산시'	'6.39'	'18.32'	'41.04'	'45.3'	'40.21'	'14.45'	'3.36'	'8.36'	'10.83'	'14.26'	'12.07'	'16.63'	'5.39'	'4.34'
'202005 '	'46820'	'전라남도 해남군'	'41270'	'경기도 안산시'	'0.35'	'0.67'	'2.21'	'3.24'	'1.93'	'1.8'	'2.02'	'0.74'	'2.82'	'0.99'	'3.03'	'1.9'	'3.06'	'1.53'
'202005 '	'46830'	'전라남도 영암군'	'41270'	'경기도 안산시'	'0.41'	'5.46'	'4.2'	'3.76'	'4.2'	'1.05'	'2.21'	'0.7'	'0.7'	'1.66'	'1.26'	'3.3'	'2.49'	'3.63'
'202006 '	'47130'	'경상북도 경주시'	'41270'	'경기도 안산시'	'1.92'	'10.72'	'8.75'	'13.25'	'10.72'	'4.46'	'2.03'	'0.47'	'3.44'	'5.77'	'1.9'	'5.31'	'1.33'	'1.15'
'202007 '	'11305'	'서울특별시 강북구'	'41270'	'경기도 안산시'	'17.58'	'47.98'	'56.33'	'86.95'	'64'	'31.88'	'15.7'	'13.09'	'39'	'30.21'	'30.44'	'31.86'	'17.86'	'14.54'
'202006 '	'26140'	'부산광역시 서구'	'41270'	'경기도 안산시'	'0'	'0.89'	'1.87'	'1.56'	'6.11'	'1.73'	'0.45'	'0'	'0.53'	'0.62'	'0.33'	'0.1'	'0.88'	'0.3'
'202006 '	'41190'	'경기도 부천시'	'41270'	'경기도 안산시'	'221.7'	'480.24'	'937.08'	'1069.22'	'1129.29'	'409.11'	'82.66'	'159.68'	'312.67'	'317.15'	'345.76'	'432.6'	'145.89'	'61.77'
'202005 '	'46840'	'전라남도 무안군'	'41270'	'경기도 안산시'	'1.74'	'3.65'	'5.35'	'5.9'	'3.29'	'4.02'	'1.28'	'1.86'	'1.31'	'1.76'	'2.38'	'2.2'	'1.85'	'6.19'
'202007 '	'11320'	'서울특별시 도봉구'	'41270'	'경기도 안산시'	'18.7'	'43.03'	'68.42'	'71.94'	'67.16'	'35.35'	'10.08'	'14.5'	'23.48'	'18.79'	'21.16'	'27.22'	'12.69'	'9.31'
'202007 '	'11350'	'서울특별시 노원구'	'41270'	'경기도 안산시'	'28.56'	'65.45'	'96.56'	'116.11'	'106.13'	'37.84'	'14.41'	'20.46'	'47.67'	'38.41'	'40.34'	'42.63'	'19.84'	'11.98'
'202006 '	'26170'	'부산광역시 동구'	'41270'	'경기도 안산시'	'0.24'	'0.2'	'2.88'	'2.7'	'7.76'	'2.59'	'0.36'	'0'	'0.36'	'0.25'	'0.22'	'0.84'	'0.77'	'0.96'
'202006 '	'26200'	'부산광역시 영도구'	'41270'	'경기도 안산시'	'0.34'	'9.01'	'2.35'	'7.76'	'9.6'	'2.94'	'1.12'	'2.08'	'1.82'	'2.28'	'1.35'	'1.99'	'0.5'	'0.67'
'202006 '	'41210'	'경기도 광명시'	'41270'	'경기도 안산시'	'112.46'	'247.73'	'586.61'	'628.96'	'552.27'	'269.96'	'60.31'	'110.97'	'147.89'	'226.65'	'208.49'	'189.28'	'92.61'	'44.27'
'202005 '	'46860'	'전라남도 함평군'	'41270'	'경기도 안산시'	'0'	'0.78'	'1.11'	'1.94'	'1.71'	'0.8'	'1.32'	'0.22'	'0.67'	'0.43'	'0.34'	'1.87'	'2.53'	'1.26'
'202005 '	'50130'	'제주특별자치도 서귀포시'	'41270'	'경기도 안산시'	'1.01'	'8.24'	'5.63'	'9.64'	'7.72'	'4.1'	'4.71'	'1.86'	'5.3'	'4.36'	'3.54'	'6.5'	'5.39'	'2.01'
'202007 '	'28237'	'인천광역시 부평구'	'41270'	'경기도 안산시'	'124.27'	'238.15'	'539.17'	'576.73'	'493.16'	'192.65'	'38.91'	'73.99'	'139.76'	'177.63'	'187.44'	'155.83'	'79.57'	'34.23'
'202006 '	'31710'	'울산광역시 울주군'	'41270'	'경기도 안산시'	'0.37'	'7.92'	'8.96'	'12.09'	'10.81'	'2.92'	'1.13'	'0.8'	'3.24'	'1.94'	'2.29'	'2.96'	'1.65'	'0.56'
'202006 '	'36110'	'세종특별자치시'	'41270'	'경기도 안산시'	'18.36'	'35.62'	'45.96'	'44.78'	'34.73'	'11'	'5.51'	'16.72'	'21.44'	'21.96'	'14.22'	'9.36'	'7.87'	'5.29'
'202005 '	'46730'	'전라남도 구례군'	'41270'	'경기도 안산시'	'0.48'	'1.11'	'1.44'	'3.06'	'2.45'	'0.67'	'1.03'	'0'	'0.27'	'0.88'	'0.28'	'0.76'	'0.78'	'2.38'
'202005 '	'46770'	'전라남도 고흥군'	'41270'	'경기도 안산시'	'0.71'	'2.95'	'2.88'	'3.67'	'2.9'	'6.33'	'4.52'	'4.71'	'1.22'	'0.32'	'2.02'	'2.83'	'2.91'	'5.87'
'202006 '	'11110'	'서울특별시 종로구'	'41270'	'경기도 안산시'	'4.71'	'31.24'	'22.06'	'34.83'	'39.86'	'14.07'	'7.5'	'12.56'	'35.16'	'20.37'	'13.17'	'15.95'	'9.9'	'5.93'
'202006 '	'11140'	'서울특별시 중구'	'41270'	'경기도 안산시'	'5.17'	'32.05'	'33.65'	'37.43'	'35.32'	'18'	'5.89'	'14.01'	'23.43'	'19.98'	'17.89'	'11.47'	'10.01'	'11.61'
'202006 '	'11680'	'서울특별시 강남구'	'41270'	'경기도 안산시'	'26.2'	'97.15'	'155.24'	'211.58'	'247.91'	'115.69'	'29.8'	'33.53'	'78.72'	'103.85'	'98.58'	'90.39'	'40.52'	'15.8'
'202006 '	'41110'	'경기도 수원시'	'41270'	'경기도 안산시'	'449.5'	'1025.2'	'2107.07'	'2500.63'	'2194.26'	'644.72'	'150.28'	'429.66'	'736.23'	'1067.04'	'1228.49'	'1062.83'	'268.52'	'136.39'
'202005 '	'46780'	'전라남도 보성군'	'41270'	'경기도 안산시'	'0.1'	'0'	'0.08'	'4.39'	'3.15'	'1.26'	'0.24'	'0.43'	'0'	'0.43'	'0.27'	'1.29'	'1.62'	'2.12'
'202006 '	'27140'	'대구광역시 동구'	'41270'	'경기도 안산시'	'1.62'	'7.27'	'10.48'	'11.71'	'8.91'	'5.71'	'1.13'	'1.8'	'1.79'	'2.55'	'4.92'	'3.89'	'3.73'	'2.2'
'202006 '	'30200'	'대전광역시 유성구'	'41270'	'경기도 안산시'	'14.94'	'43.08'	'40.2'	'42.28'	'33.27'	'9'	'0.26'	'13.04'	'19.74'	'12.39'	'8.86'	'8.58'	'2.87'	'2.93'
'202006 '	'30230'	'대전광역시 대덕구'	'41270'	'경기도 안산시'	'2.4'	'20.47'	'12.98'	'18.87'	'29.34'	'8.4'	'1.69'	'3.25'	'10.56'	'5.63'	'5.2'	'8.19'	'3.16'	'1.34'
'202006 '	'42800'	'강원도 양구군'	'41270'	'경기도 안산시'	'0'	'5.84'	'1.66'	'0.78'	'4.1'	'1.29'	'0.25'	'0'	'1.02'	'0.38'	'1.74'	'1.83'	'0.1'	'1.13'
'202006 '	'42810'	'강원도 인제군'	'41270'	'경기도 안산시'	'0.36'	'12.32'	'5.7'	'3.44'	'6.37'	'1.84'	'1.63'	'0.61'	'1.39'	'2.43'	'0.51'	'1.73'	'4.07'	'1.98'
'202005 '	'48850'	'경상남도 하동군'	'41270'	'경기도 안산시'	'1.56'	'2.85'	'0.4'	'1.31'	'2.09'	'1.87'	'0.06'	'0.46'	'0.09'	'3.69'	'0.85'	'1.08'	'0.56'	'1.29'
'202005 '	'48860'	'경상남도 산청군'	'41270'	'경기도 안산시'	'2.93'	'0.22'	'0.36'	'0.48'	'2.77'	'1.26'	'0.4'	'9.06'	'0.18'	'0.16'	'1.24'	'0.2'	'2.58'	'0.4'
'202006 '	'27170'	'대구광역시 서구'	'41270'	'경기도 안산시'	'1.03'	'4.59'	'3.49'	'4.18'	'5.92'	'2.33'	'0.82'	'2.37'	'1.46'	'1.61'	'1.37'	'2.73'	'0.64'	'0.16'
'202006 '	'27200'	'대구광역시 남구'	'41270'	'경기도 안산시'	'0'	'2.21'	'4.49'	'4.08'	'2.34'	'2.08'	'0.49'	'1.59'	'1.45'	'3.18'	'1.38'	'1.45'	'1.46'	'0.93'
'202006 '	'31110'	'울산광역시 중구'	'41270'	'경기도 안산시'	'0'	'4.76'	'5.68'	'5.8'	'7.09'	'1.74'	'0.22'	'0.3'	'2.37'	'2.03'	'0.87'	'3.35'	'1.07'	'0.46'
'202006 '	'42820'	'강원도 고성군'	'41270'	'경기도 안산시'	'1.97'	'10.05'	'4.06'	'1.71'	'2.29'	'2.06'	'0.65'	'0.83'	'0.46'	'0.6'	'0.17'	'2.21'	'3.12'	'1.66'
'202005 '	'48310'	'경상남도 거제시'	'41270'	'경기도 안산시'	'2.97'	'12.65'	'11.71'	'9.51'	'5.77'	'3.83'	'0.61'	'3.04'	'5.8'	'4.66'	'2.66'	'3.93'	'1.29'	'0.22'
'202005 '	'48870'	'경상남도 함양군'	'41270'	'경기도 안산시'	'1.82'	'3.94'	'0.38'	'2.95'	'2.74'	'1.85'	'2.03'	'0.17'	'0'	'0.24'	'0.88'	'1.71'	'1.26'	'2.25'
'202006 '	'26410'	'부산광역시 금정구'	'41270'	'경기도 안산시'	'0'	'5.63'	'4.25'	'7.17'	'8.65'	'3.68'	'0.59'	'0'	'5.47'	'0.63'	'0.58'	'3.91'	'3.09'	'0.22'
'202006 '	'41360'	'경기도 남양주시'	'41270'	'경기도 안산시'	'35.2'	'62.17'	'140.52'	'190.05'	'146.12'	'61.19'	'13.18'	'38.24'	'37.43'	'55.32'	'56.61'	'48.01'	'25.36'	'15.02'
'202006 '	'41800'	'경기도 연천군'	'41270'	'경기도 안산시'	'2.22'	'16.74'	'2.96'	'5.42'	'12.59'	'2.63'	'0.73'	'1.36'	'3.04'	'3.67'	'2.28'	'4.38'	'0.8'	'2.01'
'202006 '	'41820'	'경기도 가평군'	'41270'	'경기도 안산시'	'0.75'	'11.78'	'3.56'	'7.05'	'16.07'	'8.34'	'2.44'	'7.27'	'3.24'	'3.65'	'5.32'	'4.96'	'3.5'	'2.56'
'202005 '	'48330'	'경상남도 양산시'	'41270'	'경기도 안산시'	'1.05'	'9.2'	'10.16'	'12.32'	'17.95'	'5.22'	'1.28'	'7.92'	'3.94'	'4.74'	'4.05'	'3.74'	'2.74'	'0.32'
'202005 '	'48720'	'경상남도 의령군'	'41270'	'경기도 안산시'	'0.17'	'0'	'1.55'	'0.29'	'1.74'	'0.06'	'0.09'	'0.11'	'0.46'	'0.2'	'0'	'0'	'0.32'	'2.51'
'202006 '	'26440'	'부산광역시 강서구'	'41270'	'경기도 안산시'	'1.27'	'2.83'	'6.6'	'6.08'	'9.94'	'2.03'	'0'	'1.08'	'1.3'	'1.02'	'3.39'	'1.37'	'0.76'	'0.08'
'202006 '	'26470'	'부산광역시 연제구'	'41270'	'경기도 안산시'	'0.94'	'1.69'	'3'	'4.65'	'4.01'	'3.08'	'0.1'	'0.77'	'2.02'	'1.11'	'1.02'	'0.74'	'0.74'	'0.09'
'202006 '	'41370'	'경기도 오산시'	'41270'	'경기도 안산시'	'47.01'	'115.18'	'239.3'	'177.34'	'125.1'	'46.05'	'9.91'	'51.34'	'59.45'	'100.38'	'62.43'	'56.37'	'20.7'	'8.8'
'202005 '	'46870'	'전라남도 영광군'	'41270'	'경기도 안산시'	'0.15'	'4.1'	'3.54'	'4.14'	'4.95'	'1.93'	'0.91'	'0.93'	'0.37'	'1.52'	'3.35'	'4.53'	'4.49'	'3.57'
'202005 '	'48120'	'경상남도 창원시'	'41270'	'경기도 안산시'	'23.79'	'38.48'	'32.66'	'40.9'	'45.82'	'13.98'	'2.93'	'11.09'	'9.01'	'12.47'	'10.92'	'13.03'	'6.18'	'7.99'
'202006 '	'26230'	'부산광역시 부산진구'	'41270'	'경기도 안산시'	'1.67'	'2.93'	'9.83'	'10.21'	'13.98'	'3.68'	'0.72'	'6.09'	'4.36'	'3.5'	'2.17'	'5.49'	'1.07'	'0.68'
'202006 '	'41220'	'경기도 평택시'	'41270'	'경기도 안산시'	'81.08'	'212.16'	'261.03'	'260.75'	'225.12'	'70.78'	'23.36'	'66.47'	'104.02'	'119.37'	'87.73'	'87.88'	'40.71'	'25.93'
'202005 '	'46880'	'전라남도 장성군'	'41270'	'경기도 안산시'	'1.27'	'6.7'	'1.41'	'4.61'	'2.18'	'1.6'	'1.32'	'4.24'	'1.4'	'2.58'	'1.07'	'1.31'	'0.64'	'1.16'
'202005 '	'48170'	'경상남도 진주시'	'41270'	'경기도 안산시'	'2.05'	'8.15'	'10.33'	'10.7'	'14.54'	'6.59'	'3.59'	'7.69'	'7.17'	'4.08'	'4.3'	'4.68'	'2.93'	'2.74'
'202005 '	'48220'	'경상남도 통영시'	'41270'	'경기도 안산시'	'1.03'	'3.34'	'5.43'	'2.99'	'3.11'	'1.05'	'0.13'	'0.05'	'1.63'	'1.07'	'1.71'	'5.22'	'1.01'	'0.42'
'202006 '	'26260'	'부산광역시 동래구'	'41270'	'경기도 안산시'	'1.68'	'3.32'	'6.34'	'7.43'	'10.07'	'5.17'	'0.75'	'1.93'	'2.27'	'1.59'	'0.88'	'2.3'	'4.06'	'0.45'
'202006 '	'26290'	'부산광역시 남구'	'41270'	'경기도 안산시'	'2.23'	'7.22'	'5.29'	'5.93'	'10.56'	'7.23'	'2.25'	'0.17'	'2.69'	'2.05'	'3.84'	'2.65'	'1.82'	'0.95'
'202006 '	'41250'	'경기도 동두천시'	'41270'	'경기도 안산시'	'5.25'	'9.49'	'18'	'23.05'	'27.58'	'5.97'	'0.9'	'4.15'	'7.45'	'9.18'	'8.98'	'4.76'	'6.97'	'3.29'
'202006 '	'41270'	'경기도 안산시'	'41270'	'경기도 안산시'	'77260.93'	'59252.62'	'62850.48'	'73230.18'	'64630.7'	'24353.3'	'13658.42'	'72916.59'	'51643.53'	'52505.78'	'71423.07'	'57881.22'	'23919.51'	'23556.58'
'202005 '	'46890'	'전라남도 완도군'	'41270'	'경기도 안산시'	'1.43'	'2.32'	'2.81'	'1.06'	'2.24'	'1.91'	'2.44'	'1.2'	'1.03'	'0.58'	'1.21'	'2.56'	'1.6'	'2.18'
'202007 '	'11260'	'서울특별시 중랑구'	'41270'	'경기도 안산시'	'27.96'	'43.88'	'99.6'	'109.36'	'92.01'	'37.35'	'7.47'	'15.01'	'36.55'	'44.86'	'37.39'	'35.48'	'17.95'	'11.25'
