'년월'	'출발지(야간체류지) 시군코드'	'출발지역명'	'도착지 시군코드'	'도착지역명'	'10대남성 유입인구'	'20대남성 유입인구'	'30대남성 유입인구'	'40대남성 유입인구'	'50대남성 유입인구'	'60대남성 유입인구'	'70대남성 유입인구'	'10대여성 유입인구'	'20대여성 유입인구'	'30대여성 유입인구'	'40대여성 유입인구'	'50대여성 유입인구'	'60대여성 유입인구'	'70대여성 유입인구' 
'202003 '	'29110'	'광주광역시 동구'	'41270'	'경기도 안산시'	'0.14'	'1.96'	'2.22'	'2.35'	'2.7'	'1.67'	'0.3'	'0'	'1.54'	'0.39'	'0.58'	'1.21'	'0.66'	'0.73'
'202003 '	'29140'	'광주광역시 서구'	'41270'	'경기도 안산시'	'4.97'	'7.75'	'6.5'	'5.73'	'9.54'	'3.55'	'0.32'	'2.96'	'8.7'	'4.45'	'3.55'	'3.62'	'3.01'	'1.33'
'202003 '	'28200'	'인천광역시 남동구'	'41270'	'경기도 안산시'	'118.89'	'359.29'	'1024.25'	'1152.34'	'885.01'	'280.67'	'59.35'	'124.42'	'168.58'	'299.68'	'316.78'	'311.22'	'93.1'	'39.76'
'202003 '	'28237'	'인천광역시 부평구'	'41270'	'경기도 안산시'	'62.52'	'193.65'	'447.6'	'526.73'	'479.8'	'182.38'	'35.91'	'58.24'	'118.84'	'113.06'	'149.38'	'137.5'	'62.21'	'25.2'
'202002 '	'44760'	'충청남도 부여군'	'41270'	'경기도 안산시'	'4.42'	'2.16'	'1.84'	'5.82'	'9.28'	'3.69'	'1.51'	'5.77'	'1.07'	'3.45'	'6.52'	'1.95'	'4.88'	'5.26'
'202003 '	'26530'	'부산광역시 사상구'	'41270'	'경기도 안산시'	'0.59'	'2.52'	'4.06'	'4.87'	'5.85'	'2.46'	'0.3'	'0.63'	'4.08'	'2.55'	'2.4'	'1.31'	'1.49'	'0.23'
'202003 '	'26710'	'부산광역시 기장군'	'41270'	'경기도 안산시'	'0.33'	'3.86'	'4.55'	'2.74'	'3.33'	'1.21'	'0.04'	'0.77'	'1.85'	'1.34'	'1.76'	'0.34'	'0.37'	'0.13'
'202003 '	'29155'	'광주광역시 남구'	'41270'	'경기도 안산시'	'0.41'	'5.01'	'4.23'	'5.09'	'5.36'	'1.87'	'0.34'	'8.61'	'2.67'	'2.92'	'0.91'	'1.61'	'3.61'	'0.4'
'202003 '	'28245'	'인천광역시 계양구'	'41270'	'경기도 안산시'	'30.61'	'104.48'	'186.28'	'312.8'	'275.95'	'75.85'	'12.6'	'25.95'	'51.34'	'73.05'	'67.34'	'72.86'	'22.26'	'8.32'
'202002 '	'44200'	'충청남도 아산시'	'41270'	'경기도 안산시'	'20.11'	'102.83'	'108.67'	'81.45'	'68.28'	'25.63'	'13.29'	'33.84'	'84.75'	'33.21'	'24.38'	'21.18'	'14.72'	'13.81'
'202002 '	'44770'	'충청남도 서천군'	'41270'	'경기도 안산시'	'7.08'	'1.46'	'2.8'	'8.64'	'11.56'	'6.72'	'3.36'	'4.28'	'0.93'	'2.08'	'3.3'	'3.85'	'5.17'	'9.76'
'202002 '	'44790'	'충청남도 청양군'	'41270'	'경기도 안산시'	'0.94'	'0.66'	'6.02'	'3.04'	'5.23'	'6.09'	'2.95'	'0.46'	'0'	'0.46'	'3.7'	'4.51'	'4.83'	'3.66'
'202002 '	'43150'	'충청북도 제천시'	'41270'	'경기도 안산시'	'3.18'	'20.28'	'8.75'	'17.31'	'17.55'	'8.6'	'1.92'	'7.66'	'6.26'	'4.51'	'12.01'	'10.93'	'7.58'	'2.88'
'202002 '	'43720'	'충청북도 보은군'	'41270'	'경기도 안산시'	'1.68'	'4.85'	'4.19'	'3.06'	'7.08'	'1.36'	'0.93'	'0.22'	'0'	'0.27'	'1.66'	'3.02'	'1.81'	'3.79'
'202002 '	'43770'	'충청북도 음성군'	'41270'	'경기도 안산시'	'7.5'	'25.06'	'30.73'	'35.52'	'37.21'	'15.45'	'3.89'	'4.01'	'5.87'	'5.55'	'8.29'	'10.24'	'4.7'	'1.25'
'202002 '	'43800'	'충청북도 단양군'	'41270'	'경기도 안산시'	'0.39'	'11.97'	'1.99'	'1.76'	'5.63'	'4.6'	'1.25'	'2.05'	'2.17'	'0.25'	'1.46'	'3'	'0.6'	'2.19'
'202002 '	'44210'	'충청남도 서산시'	'41270'	'경기도 안산시'	'15.13'	'41.75'	'41.34'	'50.09'	'53.94'	'28.27'	'10.45'	'16.89'	'18.54'	'13.33'	'24.46'	'22.28'	'11.87'	'20.8'
'202002 '	'47210'	'경상북도 영주시'	'41270'	'경기도 안산시'	'1.92'	'4.44'	'4.5'	'2.97'	'5.03'	'3.97'	'2.39'	'0.18'	'2.39'	'4.53'	'2.06'	'3.18'	'3.46'	'2.14'
'202002 '	'43730'	'충청북도 옥천군'	'41270'	'경기도 안산시'	'0.61'	'3.43'	'3.27'	'2.88'	'9.95'	'4.11'	'2.07'	'0.29'	'1.24'	'0.3'	'1.99'	'4.47'	'1.71'	'1.33'
'202002 '	'44130'	'충청남도 천안시'	'41270'	'경기도 안산시'	'42.94'	'149.35'	'163.72'	'135.81'	'137.71'	'36.37'	'11.34'	'33.05'	'87.65'	'67.93'	'40.89'	'34.94'	'14.21'	'11.89'
'202002 '	'46840'	'전라남도 무안군'	'41270'	'경기도 안산시'	'0.43'	'4.99'	'3.9'	'5.08'	'5.77'	'1.29'	'2.1'	'1.22'	'3.11'	'0.83'	'1.8'	'1.65'	'0.87'	'4.43'
'202002 '	'44230'	'충청남도 논산시'	'41270'	'경기도 안산시'	'1.06'	'24.87'	'5.84'	'8.73'	'15.31'	'9.58'	'1.11'	'1.55'	'5.72'	'5'	'5.92'	'4.04'	'3.68'	'3.25'
'202002 '	'46910'	'전라남도 신안군'	'41270'	'경기도 안산시'	'0'	'0.8'	'2.8'	'2.47'	'2.87'	'1.15'	'2.55'	'0.21'	'2.24'	'1.19'	'0.66'	'0.82'	'3.43'	'9.37'
'202002 '	'47230'	'경상북도 영천시'	'41270'	'경기도 안산시'	'0'	'1.93'	'1.35'	'4.44'	'2.26'	'1.5'	'0.09'	'0.62'	'2.29'	'0.13'	'0.4'	'1.54'	'3.54'	'1.23'
'202002 '	'47250'	'경상북도 상주시'	'41270'	'경기도 안산시'	'0.15'	'3.37'	'8.19'	'5.34'	'7.25'	'4.88'	'1.69'	'0.73'	'1.58'	'1.76'	'0.89'	'4.01'	'2.39'	'4.71'
'202002 '	'43740'	'충청북도 영동군'	'41270'	'경기도 안산시'	'2.31'	'12.45'	'3.48'	'3.23'	'5.03'	'3.5'	'0.55'	'0.67'	'0.67'	'1.41'	'1.39'	'2.19'	'1.59'	'2.34'
'202002 '	'46770'	'전라남도 고흥군'	'41270'	'경기도 안산시'	'0'	'3.13'	'2.24'	'1.8'	'4.15'	'5'	'2.35'	'0.12'	'0.97'	'0.62'	'1.69'	'4.05'	'3.96'	'6.47'
'202002 '	'46780'	'전라남도 보성군'	'41270'	'경기도 안산시'	'0.97'	'3.23'	'0.96'	'0.58'	'1.13'	'1.11'	'0.17'	'0.18'	'2.33'	'0.23'	'0.06'	'1.24'	'0.19'	'4.69'
'202002 '	'46860'	'전라남도 함평군'	'41270'	'경기도 안산시'	'0'	'0.6'	'1.77'	'1.93'	'5.17'	'0.54'	'0.86'	'0'	'0.19'	'0.49'	'0.85'	'1.32'	'1.33'	'0.7'
'202002 '	'47110'	'경상북도 포항시'	'41270'	'경기도 안산시'	'5.35'	'19.41'	'11.77'	'18.1'	'16.24'	'11.42'	'0.8'	'7.29'	'3.26'	'2.91'	'2.86'	'7.87'	'3.14'	'1.35'
'202002 '	'47130'	'경상북도 경주시'	'41270'	'경기도 안산시'	'5.05'	'10.72'	'9.79'	'7.48'	'9.1'	'3.78'	'0.7'	'4.73'	'4.13'	'2.03'	'3.56'	'1.88'	'0.6'	'3.02'
'202003 '	'11410'	'서울특별시 서대문구'	'41270'	'경기도 안산시'	'19.1'	'54.85'	'60.17'	'75.65'	'90.7'	'25.82'	'9.53'	'14.05'	'59.19'	'24.68'	'21.86'	'21.21'	'10.1'	'6.43'
'202002 '	'46790'	'전라남도 화순군'	'41270'	'경기도 안산시'	'1.43'	'2.36'	'1.47'	'5.83'	'1.59'	'0.69'	'1.58'	'0.13'	'0.75'	'0.12'	'0.79'	'0.92'	'0.24'	'0.46'
'202003 '	'46810'	'전라남도 강진군'	'41270'	'경기도 안산시'	'0.18'	'3.35'	'0.15'	'1.41'	'4.35'	'2.61'	'0.12'	'0.19'	'0.2'	'0.85'	'0.34'	'1.11'	'0.26'	'0.23'
'202004 '	'11215'	'서울특별시 광진구'	'41270'	'경기도 안산시'	'18.2'	'70.54'	'81.31'	'80.88'	'73.75'	'36.73'	'9.55'	'9.46'	'63.16'	'43.5'	'35.06'	'32.52'	'17.96'	'8.77'
'202004 '	'11230'	'서울특별시 동대문구'	'41270'	'경기도 안산시'	'35.38'	'60.61'	'61.81'	'89.22'	'70.19'	'34.28'	'11.16'	'14.04'	'49.55'	'31.37'	'33.74'	'30.05'	'16.45'	'7.91'
'202002 '	'45180'	'전라북도 정읍시'	'41270'	'경기도 안산시'	'2.7'	'7.21'	'7.19'	'10.89'	'10.04'	'7.44'	'4.19'	'2.46'	'6.01'	'1.72'	'1.32'	'2.54'	'3.67'	'1.42'
'202002 '	'45770'	'전라북도 순창군'	'41270'	'경기도 안산시'	'0.34'	'0.34'	'0.35'	'2.76'	'1.43'	'1.21'	'0.68'	'0.13'	'0.32'	'0.35'	'0.73'	'0.15'	'0.59'	'2.44'
'202003 '	'50110'	'제주특별자치도 제주시'	'41270'	'경기도 안산시'	'5.93'	'11.52'	'11.81'	'12.39'	'15.53'	'7.09'	'0.76'	'4.57'	'6.65'	'9.3'	'10.07'	'7.87'	'5.82'	'3.25'
'202003 '	'50130'	'제주특별자치도 서귀포시'	'41270'	'경기도 안산시'	'0'	'4.94'	'2.92'	'4.34'	'9.75'	'3.6'	'1.56'	'0'	'5.37'	'0.89'	'2.05'	'6.01'	'2.14'	'2.07'
'202003 '	'41280'	'경기도 고양시'	'41270'	'경기도 안산시'	'79.68'	'108.04'	'203.56'	'307.53'	'301.79'	'104.52'	'27.87'	'46.16'	'76.99'	'89.52'	'98.93'	'80.25'	'27.9'	'18.24'
'202002 '	'45190'	'전라북도 남원시'	'41270'	'경기도 안산시'	'1.23'	'4.16'	'1.91'	'2.46'	'3.97'	'4.71'	'0.58'	'1.48'	'0.27'	'0.63'	'1.13'	'2.38'	'1.55'	'4.13'
'202002 '	'45210'	'전라북도 김제시'	'41270'	'경기도 안산시'	'5.92'	'4.78'	'4.63'	'6.53'	'9.19'	'3.03'	'0.86'	'2.8'	'2.6'	'3.83'	'2.43'	'3.38'	'1.95'	'2.34'
'202002 '	'45790'	'전라북도 고창군'	'41270'	'경기도 안산시'	'2.3'	'4.68'	'1.49'	'5.01'	'5.68'	'2.34'	'2.02'	'11.79'	'2.01'	'0.98'	'2.24'	'4.96'	'4.31'	'4.1'
'202002 '	'47940'	'경상북도 울릉군'	'41270'	'경기도 안산시'	'0'	'0'	'0'	'1.49'	'0.09'	'0.18'	'0'	'0'	'0'	'0'	'0'	'0'	'0'	'0'
'202004 '	'11110'	'서울특별시 종로구'	'41270'	'경기도 안산시'	'4.96'	'19.63'	'28.21'	'32.63'	'34.95'	'8.19'	'7.5'	'19.68'	'28.68'	'22'	'13.66'	'12.4'	'7.47'	'5.3'
'202003 '	'41190'	'경기도 부천시'	'41270'	'경기도 안산시'	'188.37'	'408.9'	'877.95'	'990.62'	'1059.18'	'385.71'	'61.88'	'126.34'	'262.62'	'277.71'	'312.44'	'372.24'	'116.67'	'47.46'
'202003 '	'41290'	'경기도 과천시'	'41270'	'경기도 안산시'	'7.58'	'46.62'	'50.32'	'111.88'	'120.94'	'37.93'	'16.76'	'8.38'	'19.06'	'34.91'	'75.69'	'45.9'	'17.38'	'5.52'
'202003 '	'41310'	'경기도 구리시'	'41270'	'경기도 안산시'	'6.35'	'19.2'	'33.44'	'38.91'	'38.82'	'17.33'	'1.58'	'10.17'	'7.07'	'12.66'	'11.01'	'14.65'	'6.07'	'2.07'
'202002 '	'47820'	'경상북도 청도군'	'41270'	'경기도 안산시'	'0'	'0'	'0.63'	'1.89'	'3.83'	'0.24'	'0.17'	'0'	'0.38'	'0.96'	'0.06'	'0'	'0.84'	'0.13'
'202002 '	'47830'	'경상북도 고령군'	'41270'	'경기도 안산시'	'0.08'	'0.28'	'0.43'	'2.2'	'0.22'	'1.59'	'0.07'	'0'	'2.6'	'0.2'	'1.13'	'0'	'0.34'	'0'
'202002 '	'48120'	'경상남도 창원시'	'41270'	'경기도 안산시'	'16.81'	'31.74'	'21'	'43.7'	'44.89'	'13.52'	'2.53'	'2.41'	'15.42'	'8.72'	'9.19'	'9.08'	'3.82'	'3.36'
'202002 '	'48170'	'경상남도 진주시'	'41270'	'경기도 안산시'	'4.13'	'12.33'	'12.66'	'13.82'	'9.39'	'3.75'	'1.46'	'1.17'	'6.42'	'9.76'	'3.51'	'2.36'	'0.97'	'1.09'
'202003 '	'41210'	'경기도 광명시'	'41270'	'경기도 안산시'	'121.38'	'197.08'	'533.71'	'564.68'	'531.63'	'257.26'	'47.21'	'82.76'	'118.31'	'180.03'	'158.89'	'179.28'	'81.19'	'38.96'
'202003 '	'43745'	'충청북도 증평군'	'41270'	'경기도 안산시'	'0.89'	'2.36'	'5.41'	'4.56'	'6.54'	'4.34'	'1.88'	'0.09'	'1.53'	'0.89'	'2.48'	'0.45'	'2.44'	'0.1'
'202002 '	'47840'	'경상북도 성주군'	'41270'	'경기도 안산시'	'0'	'6.29'	'1.25'	'0.72'	'3.21'	'0.26'	'0'	'0'	'1.79'	'0.41'	'0'	'1.61'	'0.16'	'0'
'202003 '	'26110'	'부산광역시 중구'	'41270'	'경기도 안산시'	'0'	'0'	'0.45'	'1.51'	'0.4'	'2.47'	'0'	'0'	'0'	'0.11'	'0'	'0'	'0.19'	'0'
'202003 '	'26140'	'부산광역시 서구'	'41270'	'경기도 안산시'	'0.1'	'2.88'	'1.73'	'1.86'	'5.21'	'3.3'	'0.35'	'0.25'	'0.94'	'0.22'	'0.34'	'0.34'	'0.23'	'0'
'202003 '	'41220'	'경기도 평택시'	'41270'	'경기도 안산시'	'73'	'155.13'	'214.36'	'231.52'	'192.6'	'60.79'	'19.21'	'63.86'	'80.2'	'94.72'	'72.21'	'72.7'	'20.81'	'22.59'
'202003 '	'43110'	'충청북도 청주시'	'41270'	'경기도 안산시'	'36.46'	'71.98'	'68.41'	'77.59'	'79.26'	'24.2'	'4.47'	'20.75'	'43.57'	'39.3'	'24.04'	'22.93'	'10.76'	'4.82'
'202002 '	'47720'	'경상북도 군위군'	'41270'	'경기도 안산시'	'0'	'1.44'	'0.18'	'0.16'	'1.39'	'0.59'	'0.21'	'0'	'0'	'0'	'0.08'	'0'	'0.89'	'0'
'202002 '	'47730'	'경상북도 의성군'	'41270'	'경기도 안산시'	'0'	'6.17'	'1.81'	'0.17'	'1.8'	'0.44'	'0.6'	'0.12'	'1.3'	'0'	'0.62'	'1.01'	'0.12'	'2.78'
'202002 '	'47850'	'경상북도 칠곡군'	'41270'	'경기도 안산시'	'1.62'	'8.23'	'8.15'	'8.78'	'4.81'	'2.62'	'0.33'	'0.18'	'6.95'	'1.87'	'1.55'	'0.54'	'1.24'	'0'
'202003 '	'11620'	'서울특별시 관악구'	'41270'	'경기도 안산시'	'73.75'	'178.2'	'300.66'	'284.24'	'307.96'	'147.38'	'38.6'	'61.39'	'133.8'	'144.25'	'99.67'	'108.61'	'52.35'	'27.15'
'202003 '	'26170'	'부산광역시 동구'	'41270'	'경기도 안산시'	'0.12'	'0.66'	'5.39'	'3.4'	'5.34'	'1.57'	'0'	'0.04'	'0.72'	'2.06'	'0'	'0.3'	'0.13'	'0.48'
'202003 '	'43130'	'충청북도 충주시'	'41270'	'경기도 안산시'	'18.92'	'45.87'	'24.27'	'34.12'	'45.85'	'20.88'	'4'	'2.7'	'32.05'	'6.94'	'8.27'	'18.14'	'9.91'	'1.23'
'202003 '	'43150'	'충청북도 제천시'	'41270'	'경기도 안산시'	'5.94'	'14.96'	'6.55'	'14.97'	'18.49'	'7.37'	'1.99'	'5.65'	'5.21'	'5.07'	'10.69'	'6.29'	'6.78'	'1.92'
'202003 '	'11500'	'서울특별시 강서구'	'41270'	'경기도 안산시'	'39.37'	'100.42'	'239.44'	'216.47'	'210.21'	'103.45'	'20.17'	'43.99'	'65.38'	'77.64'	'70.61'	'75.12'	'35.58'	'13.65'
'202003 '	'11650'	'서울특별시 서초구'	'41270'	'경기도 안산시'	'27.02'	'68.06'	'145.45'	'210.33'	'189.27'	'136.24'	'38.59'	'36.95'	'64.9'	'97.88'	'72.22'	'90.51'	'36.23'	'14.53'
'202003 '	'11680'	'서울특별시 강남구'	'41270'	'경기도 안산시'	'29.55'	'86.54'	'128.42'	'186.45'	'227.34'	'103.45'	'27.04'	'32.34'	'69.14'	'90.26'	'81.55'	'74.31'	'29.24'	'12.63'
'202003 '	'26200'	'부산광역시 영도구'	'41270'	'경기도 안산시'	'0'	'7.55'	'2.71'	'2.78'	'11.12'	'1.86'	'0.14'	'1.66'	'2.94'	'1.93'	'0.12'	'0.38'	'0.71'	'0.46'
'202002 '	'42750'	'강원도 영월군'	'41270'	'경기도 안산시'	'3.23'	'2.56'	'4.88'	'5.61'	'10.19'	'4.76'	'2.76'	'1.65'	'1.66'	'2.44'	'1.91'	'4.47'	'7.61'	'5.61'
'202003 '	'46820'	'전라남도 해남군'	'41270'	'경기도 안산시'	'0'	'1.29'	'2.76'	'1.81'	'1.5'	'1.42'	'0.47'	'21.72'	'2.23'	'2.61'	'0.44'	'0.71'	'2'	'2.97'
'202003 '	'11530'	'서울특별시 구로구'	'41270'	'경기도 안산시'	'65.23'	'123.7'	'386.15'	'396.1'	'404.24'	'253.06'	'58.34'	'59.23'	'76.44'	'128.37'	'121.28'	'167.22'	'70.49'	'23.04'
'202002 '	'42170'	'강원도 동해시'	'41270'	'경기도 안산시'	'2.77'	'6.49'	'4.17'	'5.86'	'3.45'	'1.53'	'0.94'	'7.5'	'5.74'	'0.91'	'4.22'	'5.68'	'1.94'	'4.18'
'202002 '	'42760'	'강원도 평창군'	'41270'	'경기도 안산시'	'5.02'	'5.59'	'5.45'	'7.39'	'4.87'	'4.81'	'1.45'	'6.46'	'5.19'	'1.92'	'1.48'	'9.58'	'4.28'	'1.56'
'202003 '	'46830'	'전라남도 영암군'	'41270'	'경기도 안산시'	'0.82'	'3.53'	'2.54'	'1.02'	'3.4'	'0.99'	'0.21'	'0.13'	'1.19'	'1.47'	'1.67'	'2.06'	'0.74'	'0.48'
'202003 '	'46840'	'전라남도 무안군'	'41270'	'경기도 안산시'	'0.47'	'1.81'	'3.75'	'4.12'	'2.61'	'1.57'	'1.32'	'0.34'	'3.51'	'1.34'	'3.82'	'4.5'	'0.57'	'3.42'
'202003 '	'30140'	'대전광역시 중구'	'41270'	'경기도 안산시'	'1.43'	'7.95'	'7.58'	'12.82'	'14.03'	'5.61'	'0.44'	'1.99'	'8.65'	'4.44'	'2.86'	'5.12'	'5.16'	'4.45'
'202003 '	'30170'	'대전광역시 서구'	'41270'	'경기도 안산시'	'25.27'	'31.5'	'30.55'	'36.61'	'37.77'	'12.5'	'1.25'	'6.22'	'27.57'	'12.16'	'10.57'	'11.04'	'7.27'	'4.66'
'202002 '	'42190'	'강원도 태백시'	'41270'	'경기도 안산시'	'2.61'	'2.55'	'4.92'	'3.75'	'8.2'	'3.24'	'1.67'	'1.51'	'0.93'	'2.08'	'9.43'	'3.06'	'6.17'	'5'
'202002 '	'42210'	'강원도 속초시'	'41270'	'경기도 안산시'	'2.21'	'6.72'	'6.55'	'6.94'	'6.41'	'1.78'	'1.32'	'0.89'	'3.23'	'3.34'	'2.3'	'5.4'	'2.4'	'1.62'
'202002 '	'45710'	'전라북도 완주군'	'41270'	'경기도 안산시'	'7.79'	'10.79'	'6.43'	'8.08'	'10.28'	'6.21'	'1.75'	'0.07'	'1.92'	'3.91'	'2.42'	'3.67'	'1.31'	'3.16'
'202002 '	'45800'	'전라북도 부안군'	'41270'	'경기도 안산시'	'0.62'	'2.86'	'3.57'	'5.24'	'9.85'	'1.87'	'4.07'	'0.15'	'0.39'	'0.63'	'5.06'	'6.07'	'3.36'	'10.11'
'202004 '	'11140'	'서울특별시 중구'	'41270'	'경기도 안산시'	'3.57'	'31.21'	'38.78'	'35.79'	'33.87'	'11.83'	'5.7'	'12.48'	'23.17'	'23.23'	'17.84'	'12.48'	'10.77'	'7.95'
'202003 '	'30200'	'대전광역시 유성구'	'41270'	'경기도 안산시'	'24.47'	'31.06'	'27.58'	'25.18'	'31.51'	'5.07'	'0.5'	'12.75'	'14.01'	'10.05'	'7.6'	'6.11'	'2.08'	'5.27'
'202002 '	'45110'	'전라북도 전주시'	'41270'	'경기도 안산시'	'22.14'	'29.39'	'28.29'	'42.48'	'45.27'	'13.87'	'5.96'	'10.77'	'22.29'	'11.06'	'19.36'	'23.19'	'10.15'	'8.89'
'202002 '	'45720'	'전라북도 진안군'	'41270'	'경기도 안산시'	'0.12'	'0.83'	'0'	'0.1'	'2.18'	'1.41'	'0.09'	'0'	'0.57'	'0.17'	'0'	'1.87'	'0.45'	'1.19'
'202002 '	'46110'	'전라남도 목포시'	'41270'	'경기도 안산시'	'4.87'	'10.72'	'9.2'	'7.23'	'12.1'	'5.09'	'1.11'	'3.18'	'7.43'	'3.32'	'7.01'	'6.42'	'4.08'	'3.62'
'202002 '	'46130'	'전라남도 여수시'	'41270'	'경기도 안산시'	'1.92'	'13.21'	'10.67'	'15.28'	'18.16'	'8.46'	'1.67'	'1.54'	'2.76'	'4.43'	'2.1'	'7.12'	'2.71'	'5.03'
'202004 '	'11170'	'서울특별시 용산구'	'41270'	'경기도 안산시'	'12.19'	'34.13'	'74.62'	'79.53'	'73.55'	'36.69'	'12.79'	'12.15'	'40.58'	'38.19'	'29.8'	'30.38'	'18.91'	'10.74'
'202002 '	'45130'	'전라북도 군산시'	'41270'	'경기도 안산시'	'4.3'	'42.24'	'26.2'	'33.05'	'31.17'	'16.27'	'4.54'	'6.04'	'16.52'	'6.14'	'8.79'	'7.92'	'5.73'	'3.25'
'202002 '	'45730'	'전라북도 무주군'	'41270'	'경기도 안산시'	'0'	'0.03'	'0.17'	'2.39'	'2.02'	'0.65'	'0.07'	'0.67'	'0.27'	'0'	'0.26'	'0.86'	'0.88'	'1.36'
'202002 '	'48220'	'경상남도 통영시'	'41270'	'경기도 안산시'	'5.93'	'2.02'	'0.83'	'1.85'	'4.41'	'0.92'	'0.46'	'5.22'	'1.05'	'3.13'	'0.34'	'2.03'	'0.58'	'0.55'
'202002 '	'48240'	'경상남도 사천시'	'41270'	'경기도 안산시'	'0.22'	'5.53'	'4.67'	'3.9'	'5.7'	'1.14'	'0.12'	'0.07'	'1.15'	'2.64'	'2.42'	'2.44'	'0.38'	'0.46'
'202003 '	'41250'	'경기도 동두천시'	'41270'	'경기도 안산시'	'0.76'	'7.69'	'11.98'	'21.26'	'22.7'	'4.8'	'0.75'	'1.57'	'6.76'	'7.59'	'1.72'	'2.65'	'1.64'	'2.1'
'202002 '	'45140'	'전라북도 익산시'	'41270'	'경기도 안산시'	'7.18'	'20.11'	'12.42'	'24.62'	'27.83'	'13.65'	'2.13'	'24.2'	'12.66'	'6.06'	'10.53'	'10.5'	'3.93'	'7.16'
'202002 '	'47900'	'경상북도 예천군'	'41270'	'경기도 안산시'	'1.57'	'0.83'	'1.2'	'1.54'	'1.99'	'0.75'	'0.72'	'1.09'	'0.1'	'1.33'	'1.14'	'2.29'	'0.63'	'1'
'202002 '	'47920'	'경상북도 봉화군'	'41270'	'경기도 안산시'	'0.71'	'0'	'0.88'	'2.88'	'3.76'	'1.34'	'0.88'	'5.1'	'0.44'	'0.17'	'0.63'	'5.22'	'0.27'	'3.8'
'202002 '	'48250'	'경상남도 김해시'	'41270'	'경기도 안산시'	'3.47'	'11.82'	'15.18'	'26.94'	'21.91'	'5.71'	'1.18'	'3.12'	'5.34'	'5.6'	'5.58'	'4.83'	'1.06'	'1.72'
'202003 '	'41270'	'경기도 안산시'	'41270'	'경기도 안산시'	'76996.61'	'59626.87'	'63108.45'	'73552.64'	'64836.9'	'24467.23'	'13668.76'	'72683.69'	'51761.72'	'52527.69'	'71488.1'	'58056.61'	'23987.19'	'23629.18'
'202002 '	'47750'	'경상북도 청송군'	'41270'	'경기도 안산시'	'0'	'0'	'0.99'	'1.25'	'0.87'	'0.31'	'0'	'0'	'0'	'0'	'1.05'	'0.08'	'1.09'	'1.58'
'202002 '	'47760'	'경상북도 영양군'	'41270'	'경기도 안산시'	'0'	'0.14'	'0.26'	'0.11'	'0.73'	'1.18'	'0'	'1.22'	'0'	'0.04'	'0.18'	'0.79'	'2.49'	'0'
'202002 '	'47930'	'경상북도 울진군'	'41270'	'경기도 안산시'	'1.07'	'2.44'	'2.24'	'2.5'	'3.71'	'0.44'	'0.39'	'0.3'	'1.21'	'0.7'	'1.08'	'2.57'	'1.15'	'2.6'
'202003 '	'26230'	'부산광역시 부산진구'	'41270'	'경기도 안산시'	'2.73'	'7.54'	'7.39'	'13.05'	'11.19'	'2.71'	'0.41'	'2.68'	'3.69'	'3.21'	'1.65'	'5.53'	'1.26'	'0.08'
'202003 '	'26260'	'부산광역시 동래구'	'41270'	'경기도 안산시'	'0.19'	'2.48'	'5.11'	'3.05'	'5.66'	'4.78'	'0.31'	'0.1'	'0.89'	'1.52'	'0.94'	'1.61'	'1.44'	'0'
'202003 '	'43720'	'충청북도 보은군'	'41270'	'경기도 안산시'	'0.86'	'2.15'	'4.58'	'2.69'	'5.51'	'1.64'	'0.27'	'2.13'	'0.19'	'1.76'	'0.88'	'3.46'	'0'	'0.9'
'202003 '	'43730'	'충청북도 옥천군'	'41270'	'경기도 안산시'	'2.66'	'2.19'	'3.48'	'3.17'	'8.55'	'2.67'	'1'	'1.87'	'2.37'	'0.21'	'0.51'	'4.17'	'2.12'	'4.94'
'202002 '	'47770'	'경상북도 영덕군'	'41270'	'경기도 안산시'	'0.43'	'1.13'	'0.06'	'0.73'	'0.28'	'0.66'	'0'	'0.09'	'0'	'0.81'	'0.75'	'0.25'	'1.56'	'0'
'202003 '	'11545'	'서울특별시 금천구'	'41270'	'경기도 안산시'	'54.03'	'137.53'	'268.05'	'303.33'	'356.52'	'131.72'	'35.38'	'35.06'	'64.41'	'94.21'	'104.85'	'131.73'	'49.85'	'20.35'
'202003 '	'11710'	'서울특별시 송파구'	'41270'	'경기도 안산시'	'33.68'	'79.55'	'163.78'	'204.88'	'201.59'	'89.88'	'20.28'	'23.38'	'65.34'	'86.11'	'59.15'	'64.48'	'29.47'	'10.86'
'202003 '	'11740'	'서울특별시 강동구'	'41270'	'경기도 안산시'	'20.29'	'38.45'	'87.23'	'118.79'	'112.05'	'48.09'	'7.75'	'20.59'	'36.36'	'30.27'	'39.4'	'35.04'	'20.04'	'6.36'
'202003 '	'26290'	'부산광역시 남구'	'41270'	'경기도 안산시'	'0.27'	'5.62'	'5.24'	'4.98'	'7.5'	'4.87'	'0.57'	'0'	'1.3'	'1.96'	'5.16'	'2.17'	'1.63'	'0'
'202002 '	'42770'	'강원도 정선군'	'41270'	'경기도 안산시'	'2.95'	'5.47'	'2.36'	'4.56'	'4.48'	'4.03'	'4.03'	'0.31'	'1.65'	'0.91'	'2.87'	'3.8'	'2.23'	'2.77'
'202003 '	'43740'	'충청북도 영동군'	'41270'	'경기도 안산시'	'2.35'	'6.17'	'4.04'	'8.09'	'4.48'	'1.32'	'0.15'	'0.23'	'1.21'	'0'	'2.21'	'0.91'	'0.47'	'1.34'
